account_id,driver_1,driver_1_shap,driver_2,driver_2_shap,driver_3,driver_3_shap,summary
ACC01612,amount anomaly,-0.210974,fraud ring structure,-0.069193,high avg transaction,-0.05324,amount anomaly | fraud ring structure | high avg transaction
ACC01745,amount anomaly,-0.20361,high avg transaction,-0.061382,large total outflow,-0.048424,amount anomaly | high avg transaction | large total outflow
ACC00402,amount anomaly,-0.210311,high avg transaction,-0.05656,large total outflow,-0.04782,amount anomaly | high avg transaction | large total outflow
ACC00190,amount anomaly,-0.197036,fraud ring structure,-0.059463,network influence,-0.057479,amount anomaly | fraud ring structure | network influence
ACC00097,diverse receivers,0.134739,fraud ring structure,0.130925,high send volume,0.129697,diverse receivers | fraud ring structure | high send volume
ACC01782,amount anomaly,-0.18312,network influence,-0.065331,high avg transaction,-0.051793,amount anomaly | network influence | high avg transaction
ACC01405,amount anomaly,-0.189352,high avg transaction,-0.056706,fraud ring structure,-0.039923,amount anomaly | high avg transaction | fraud ring structure
ACC01267,amount anomaly,-0.195272,network influence,-0.066,fraud ring structure,-0.05921,amount anomaly | network influence | fraud ring structure
ACC00177,amount anomaly,-0.166597,high avg transaction,-0.045329,fraud ring structure,-0.041215,amount anomaly | high avg transaction | fraud ring structure
ACC00221,amount anomaly,-0.182979,high avg transaction,-0.054404,fraud ring structure,-0.038563,amount anomaly | high avg transaction | fraud ring structure
ACC00553,amount anomaly,-0.196055,high avg transaction,-0.0524,fraud ring structure,-0.041895,amount anomaly | high avg transaction | fraud ring structure
ACC01190,amount anomaly,-0.211291,large total outflow,-0.048738,high avg transaction,-0.045383,amount anomaly | large total outflow | high avg transaction
ACC00059,amount anomaly,-0.206596,network influence,-0.066871,high avg transaction,-0.063991,amount anomaly | network influence | high avg transaction
ACC01446,amount anomaly,-0.206231,high avg transaction,-0.057382,fraud ring structure,-0.036768,amount anomaly | high avg transaction | fraud ring structure
ACC01656,amount anomaly,-0.17892,high avg transaction,-0.066446,large total outflow,-0.056458,amount anomaly | high avg transaction | large total outflow
ACC00540,amount anomaly,-0.17815,high avg transaction,-0.04961,large total outflow,-0.049426,amount anomaly | high avg transaction | large total outflow
ACC01510,amount anomaly,-0.175837,transfer hub,-0.0667,high avg transaction,-0.06606,amount anomaly | transfer hub | high avg transaction
ACC01021,amount anomaly,-0.185357,high avg transaction,-0.050825,network influence,-0.048027,amount anomaly | high avg transaction | network influence
ACC00253,amount anomaly,-0.186124,high avg transaction,-0.054174,fraud ring structure,-0.050827,amount anomaly | high avg transaction | fraud ring structure
ACC01945,amount anomaly,-0.197907,high avg transaction,-0.058646,transfer hub,-0.045104,amount anomaly | high avg transaction | transfer hub
ACC01158,amount anomaly,-0.198071,high avg transaction,-0.058145,large total outflow,-0.050521,amount anomaly | high avg transaction | large total outflow
ACC00497,amount anomaly,-0.178213,high avg transaction,-0.058736,transfer hub,-0.057973,amount anomaly | high avg transaction | transfer hub
ACC00724,amount anomaly,-0.183507,high avg transaction,-0.052081,concentrated recipients,-0.037419,amount anomaly | high avg transaction | concentrated recipients
ACC01741,amount anomaly,-0.185718,high avg transaction,-0.060144,large total outflow,-0.056037,amount anomaly | high avg transaction | large total outflow
ACC00114,amount anomaly,-0.179686,large total outflow,-0.058445,network influence,-0.048138,amount anomaly | large total outflow | network influence
ACC01731,amount anomaly,-0.212387,high avg transaction,-0.063535,large total outflow,-0.058769,amount anomaly | high avg transaction | large total outflow
ACC01613,amount anomaly,-0.18956,transfer hub,-0.057902,high avg transaction,-0.050057,amount anomaly | transfer hub | high avg transaction
ACC01329,amount anomaly,-0.186754,high avg transaction,-0.054612,network influence,-0.042779,amount anomaly | high avg transaction | network influence
ACC01465,amount anomaly,-0.195094,high avg transaction,-0.054635,fraud ring structure,-0.043435,amount anomaly | high avg transaction | fraud ring structure
ACC00468,diverse receivers,0.181964,high send volume,0.169386,amount anomaly,-0.111318,diverse receivers | high send volume | amount anomaly
ACC01642,amount anomaly,-0.190552,high avg transaction,-0.058858,large total outflow,-0.042002,amount anomaly | high avg transaction | large total outflow
ACC00730,amount anomaly,-0.20491,high avg transaction,-0.059192,fraud ring structure,-0.046794,amount anomaly | high avg transaction | fraud ring structure
ACC01062,amount anomaly,-0.204913,transfer hub,-0.055757,high avg transaction,-0.04652,amount anomaly | transfer hub | high avg transaction
ACC01500,amount anomaly,-0.207331,high avg transaction,-0.06568,fraud ring structure,-0.051532,amount anomaly | high avg transaction | fraud ring structure
ACC00166,amount anomaly,-0.195318,high avg transaction,-0.05454,transfer hub,-0.052226,amount anomaly | high avg transaction | transfer hub
ACC01367,amount anomaly,-0.164318,high avg transaction,-0.048926,transfer hub,-0.044187,amount anomaly | high avg transaction | transfer hub
ACC00440,amount anomaly,0.524493,network influence,-0.02598,large total outflow,-0.024717,amount anomaly | network influence | large total outflow
ACC01159,amount anomaly,-0.1884,high avg transaction,-0.055281,large total outflow,-0.033911,amount anomaly | high avg transaction | large total outflow
ACC00651,amount anomaly,-0.203146,transfer hub,-0.075092,high avg transaction,-0.051337,amount anomaly | transfer hub | high avg transaction
ACC01862,amount anomaly,-0.184334,network influence,-0.06839,high avg transaction,-0.051281,amount anomaly | network influence | high avg transaction
ACC00316,amount anomaly,-0.198383,transfer hub,-0.056493,high avg transaction,-0.045466,amount anomaly | transfer hub | high avg transaction
ACC00302,amount anomaly,-0.19909,high avg transaction,-0.063563,large total outflow,-0.062477,amount anomaly | high avg transaction | large total outflow
ACC00389,high avg transaction,-0.074223,large total outflow,-0.058708,network influence,-0.055939,high avg transaction | large total outflow | network influence
ACC00498,amount anomaly,-0.223737,high avg transaction,-0.059235,fraud ring structure,-0.058186,amount anomaly | high avg transaction | fraud ring structure
ACC01867,amount anomaly,-0.210017,high avg transaction,-0.064098,large total outflow,-0.051503,amount anomaly | high avg transaction | large total outflow
ACC00890,amount anomaly,-0.196078,high avg transaction,-0.051106,large total outflow,-0.03846,amount anomaly | high avg transaction | large total outflow
ACC01387,amount anomaly,-0.184498,high avg transaction,-0.043884,fraud ring structure,-0.041105,amount anomaly | high avg transaction | fraud ring structure
ACC00954,amount anomaly,-0.18097,high avg transaction,-0.05231,fraud ring structure,-0.043791,amount anomaly | high avg transaction | fraud ring structure
ACC00505,amount anomaly,-0.186357,network influence,-0.071966,high avg transaction,-0.065737,amount anomaly | network influence | high avg transaction
ACC01532,amount anomaly,-0.190451,transfer hub,-0.053608,high avg transaction,-0.05241,amount anomaly | transfer hub | high avg transaction
ACC01682,amount anomaly,-0.195961,network influence,-0.049257,high avg transaction,-0.049245,amount anomaly | network influence | high avg transaction
ACC00645,amount anomaly,-0.187868,high avg transaction,-0.05393,network influence,-0.04422,amount anomaly | high avg transaction | network influence
ACC01251,amount anomaly,0.536756,fraud ring structure,-0.020638,high avg transaction,-0.018488,amount anomaly | fraud ring structure | high avg transaction
ACC01241,amount anomaly,-0.181493,high avg transaction,-0.07956,large total outflow,-0.077026,amount anomaly | high avg transaction | large total outflow
ACC00623,amount anomaly,0.338909,high avg transaction,0.083603,fraud ring structure,0.0735,amount anomaly | high avg transaction | fraud ring structure
ACC00503,amount anomaly,0.245663,high avg transaction,0.06466,fraud ring structure,0.056916,amount anomaly | high avg transaction | fraud ring structure
ACC01012,amount anomaly,-0.194449,high avg transaction,-0.070592,large total outflow,-0.054624,amount anomaly | high avg transaction | large total outflow
ACC01615,amount anomaly,-0.17864,transfer hub,-0.053265,network influence,-0.049534,amount anomaly | transfer hub | network influence
ACC00284,amount anomaly,-0.179368,high avg transaction,-0.057136,fraud ring structure,-0.045102,amount anomaly | high avg transaction | fraud ring structure
ACC01065,amount anomaly,-0.175992,high avg transaction,-0.064494,large total outflow,-0.035641,amount anomaly | high avg transaction | large total outflow
ACC01921,amount anomaly,-0.222498,high avg transaction,-0.068414,large total outflow,-0.06193,amount anomaly | high avg transaction | large total outflow
ACC00134,amount anomaly,-0.206984,large total outflow,-0.061097,high avg transaction,-0.053098,amount anomaly | large total outflow | high avg transaction
ACC00712,amount anomaly,-0.207265,high avg transaction,-0.064191,network influence,-0.059162,amount anomaly | high avg transaction | network influence
ACC01912,amount anomaly,0.281262,fraud ring structure,0.080319,high avg transaction,0.073734,amount anomaly | fraud ring structure | high avg transaction
ACC01415,amount anomaly,-0.195757,network influence,-0.05687,high avg transaction,-0.05036,amount anomaly | network influence | high avg transaction
ACC00609,amount anomaly,-0.186833,high avg transaction,-0.057552,large total outflow,-0.056256,amount anomaly | high avg transaction | large total outflow
ACC00535,amount anomaly,-0.094542,transfer hub,0.044905,network influence,0.036799,amount anomaly | transfer hub | network influence
ACC01061,amount anomaly,-0.190441,network influence,-0.053921,large total outflow,-0.052291,amount anomaly | network influence | large total outflow
ACC00643,amount anomaly,-0.196462,high avg transaction,-0.059652,fraud ring structure,-0.054516,amount anomaly | high avg transaction | fraud ring structure
ACC00428,amount anomaly,-0.203354,high avg transaction,-0.05636,network influence,-0.047983,amount anomaly | high avg transaction | network influence
ACC00185,amount anomaly,-0.208383,high avg transaction,-0.060631,fraud ring structure,-0.056416,amount anomaly | high avg transaction | fraud ring structure
ACC00435,amount anomaly,-0.212385,large total outflow,-0.060616,high avg transaction,-0.052301,amount anomaly | large total outflow | high avg transaction
ACC00518,amount anomaly,-0.174254,transfer hub,-0.045772,high avg transaction,-0.045766,amount anomaly | transfer hub | high avg transaction
ACC01606,amount anomaly,-0.258186,high avg transaction,-0.068273,network influence,0.06311,amount anomaly | high avg transaction | network influence
ACC00141,amount anomaly,-0.194931,high avg transaction,-0.057206,network influence,-0.053314,amount anomaly | high avg transaction | network influence
ACC00346,amount anomaly,-0.176941,high avg transaction,-0.052919,large total outflow,-0.048543,amount anomaly | high avg transaction | large total outflow
ACC00918,amount anomaly,-0.161927,transfer hub,-0.066411,high avg transaction,-0.053028,amount anomaly | transfer hub | high avg transaction
ACC01383,amount anomaly,-0.164767,diverse receivers,0.093142,high send volume,0.084436,amount anomaly | diverse receivers | high send volume
ACC01702,amount anomaly,-0.204785,fraud ring structure,-0.059818,large total outflow,-0.056446,amount anomaly | fraud ring structure | large total outflow
ACC00242,amount anomaly,-0.206802,fraud ring structure,-0.068316,network influence,-0.061086,amount anomaly | fraud ring structure | network influence
ACC00485,amount anomaly,-0.167823,network influence,-0.051501,high avg transaction,-0.051382,amount anomaly | network influence | high avg transaction
ACC01202,amount anomaly,-0.200289,high avg transaction,-0.054486,fraud ring structure,-0.046197,amount anomaly | high avg transaction | fraud ring structure
ACC00148,amount anomaly,-0.189858,large total outflow,-0.056421,high avg transaction,-0.05376,amount anomaly | large total outflow | high avg transaction
ACC00445,amount anomaly,-0.183035,network influence,-0.069571,large total outflow,-0.057129,amount anomaly | network influence | large total outflow
ACC00138,amount anomaly,-0.190984,high avg transaction,-0.066344,large total outflow,-0.059415,amount anomaly | high avg transaction | large total outflow
ACC01455,amount anomaly,-0.188814,high avg transaction,-0.052998,large total outflow,-0.040262,amount anomaly | high avg transaction | large total outflow
ACC00613,amount anomaly,-0.189231,network influence,-0.092198,fraud ring structure,-0.03716,amount anomaly | network influence | fraud ring structure
ACC01964,amount anomaly,-0.179589,high avg transaction,-0.047934,large total outflow,-0.043047,amount anomaly | high avg transaction | large total outflow
ACC00862,amount anomaly,-0.186523,high avg transaction,-0.049067,transfer hub,-0.039224,amount anomaly | high avg transaction | transfer hub
ACC01674,amount anomaly,0.442783,fraud ring structure,0.101487,high avg transaction,-0.025235,amount anomaly | fraud ring structure | high avg transaction
ACC01714,amount anomaly,-0.188915,network influence,-0.077686,high avg transaction,-0.053197,amount anomaly | network influence | high avg transaction
ACC01626,amount anomaly,-0.205027,high avg transaction,-0.072883,large total outflow,-0.054438,amount anomaly | high avg transaction | large total outflow
ACC01943,amount anomaly,-0.192345,network influence,-0.062184,high avg transaction,-0.052522,amount anomaly | network influence | high avg transaction
ACC00413,amount anomaly,-0.203019,high avg transaction,-0.052283,network influence,-0.05025,amount anomaly | high avg transaction | network influence
ACC01072,amount anomaly,-0.194678,large total outflow,-0.055956,high avg transaction,-0.054502,amount anomaly | large total outflow | high avg transaction
ACC01085,amount anomaly,-0.17677,high avg transaction,-0.048269,network influence,-0.047284,amount anomaly | high avg transaction | network influence
ACC01307,amount anomaly,-0.213759,high avg transaction,-0.062859,network influence,-0.050021,amount anomaly | high avg transaction | network influence
ACC01825,amount anomaly,-0.182124,network influence,-0.051654,high avg transaction,-0.049585,amount anomaly | network influence | high avg transaction
ACC01670,amount anomaly,0.306743,high avg transaction,0.074908,fraud ring structure,0.067849,amount anomaly | high avg transaction | fraud ring structure
ACC01818,amount anomaly,-0.206477,high avg transaction,-0.054076,large total outflow,-0.0463,amount anomaly | high avg transaction | large total outflow
ACC01275,amount anomaly,-0.176804,high avg transaction,-0.049686,large total outflow,-0.047524,amount anomaly | high avg transaction | large total outflow
ACC00405,amount anomaly,-0.205123,high avg transaction,-0.078226,network influence,-0.06442,amount anomaly | high avg transaction | network influence
ACC01671,amount anomaly,-0.191403,network influence,-0.054238,high avg transaction,-0.051835,amount anomaly | network influence | high avg transaction
ACC00757,amount anomaly,-0.19338,high avg transaction,-0.053542,large total outflow,-0.053234,amount anomaly | high avg transaction | large total outflow
ACC01006,amount anomaly,-0.198548,network influence,-0.052727,fraud ring structure,-0.052349,amount anomaly | network influence | fraud ring structure
ACC01998,amount anomaly,-0.183659,transfer hub,-0.05373,high avg transaction,-0.049353,amount anomaly | transfer hub | high avg transaction
ACC01438,amount anomaly,-0.188715,high avg transaction,-0.050332,large total outflow,-0.046157,amount anomaly | high avg transaction | large total outflow
ACC01727,amount anomaly,-0.21137,high avg transaction,-0.064222,network influence,-0.060034,amount anomaly | high avg transaction | network influence
ACC00129,amount anomaly,-0.184111,high avg transaction,-0.054158,large total outflow,-0.042524,amount anomaly | high avg transaction | large total outflow
ACC00789,amount anomaly,-0.180264,high avg transaction,-0.05458,large total outflow,-0.042358,amount anomaly | high avg transaction | large total outflow
ACC01231,amount anomaly,-0.195967,large total outflow,-0.061291,high avg transaction,-0.056624,amount anomaly | large total outflow | high avg transaction
ACC01701,amount anomaly,-0.174882,transfer hub,-0.050431,large total outflow,-0.0375,amount anomaly | transfer hub | large total outflow
ACC01298,amount anomaly,0.516238,fraud ring structure,-0.034076,high avg transaction,-0.021883,amount anomaly | fraud ring structure | high avg transaction
ACC01022,amount anomaly,-0.26194,high avg transaction,-0.059715,network influence,0.051307,amount anomaly | high avg transaction | network influence
ACC00702,amount anomaly,-0.208628,network influence,-0.078286,high avg transaction,-0.060023,amount anomaly | network influence | high avg transaction
ACC01439,amount anomaly,-0.197736,high avg transaction,-0.075314,network influence,-0.05593,amount anomaly | high avg transaction | network influence
ACC00861,amount anomaly,-0.181054,fraud ring structure,-0.065959,large total outflow,-0.060435,amount anomaly | fraud ring structure | large total outflow
ACC01491,amount anomaly,0.255341,high avg transaction,0.074002,fraud ring structure,0.059647,amount anomaly | high avg transaction | fraud ring structure
ACC01007,amount anomaly,-0.175838,high avg transaction,-0.055334,large total outflow,-0.043464,amount anomaly | high avg transaction | large total outflow
ACC00858,amount anomaly,-0.174641,high avg transaction,-0.061539,fraud ring structure,-0.041263,amount anomaly | high avg transaction | fraud ring structure
ACC00790,amount anomaly,-0.156791,high avg transaction,-0.064587,fraud ring structure,-0.061825,amount anomaly | high avg transaction | fraud ring structure
ACC00611,amount anomaly,-0.19854,fraud ring structure,-0.058423,high avg transaction,-0.053172,amount anomaly | fraud ring structure | high avg transaction
ACC01565,amount anomaly,-0.194278,high avg transaction,-0.059528,large total outflow,-0.045297,amount anomaly | high avg transaction | large total outflow
ACC00968,amount anomaly,0.267123,high avg transaction,0.075009,diverse receivers,0.069425,amount anomaly | high avg transaction | diverse receivers
ACC01191,amount anomaly,-0.166105,high avg transaction,-0.06059,fraud ring structure,-0.052868,amount anomaly | high avg transaction | fraud ring structure
ACC00528,amount anomaly,-0.250577,network influence,0.064455,fraud ring structure,-0.052912,amount anomaly | network influence | fraud ring structure
ACC00735,amount anomaly,-0.183106,high avg transaction,-0.058761,fraud ring structure,-0.056332,amount anomaly | high avg transaction | fraud ring structure
ACC00175,amount anomaly,0.416689,network influence,0.106532,large total outflow,-0.04114,amount anomaly | network influence | large total outflow
ACC01765,amount anomaly,-0.196241,fraud ring structure,0.089034,high avg transaction,-0.063358,amount anomaly | fraud ring structure | high avg transaction
ACC01109,amount anomaly,-0.187657,network influence,-0.078871,high avg transaction,-0.053322,amount anomaly | network influence | high avg transaction
ACC01760,amount anomaly,-0.182008,high avg transaction,-0.055023,large total outflow,-0.040867,amount anomaly | high avg transaction | large total outflow
ACC01014,amount anomaly,-0.206693,high avg transaction,-0.061547,large total outflow,-0.057739,amount anomaly | high avg transaction | large total outflow
ACC00541,amount anomaly,0.488593,diverse receivers,0.029539,large total outflow,-0.028825,amount anomaly | diverse receivers | large total outflow
ACC01903,amount anomaly,-0.258673,diverse receivers,0.100612,high avg transaction,-0.092948,amount anomaly | diverse receivers | high avg transaction
ACC01853,amount anomaly,-0.203039,high avg transaction,-0.071357,large total outflow,-0.056263,amount anomaly | high avg transaction | large total outflow
ACC00238,amount anomaly,-0.185895,high avg transaction,-0.062986,large total outflow,-0.052279,amount anomaly | high avg transaction | large total outflow
ACC00508,tight fraud cluster,0.097876,amount anomaly,-0.084047,transfer hub,0.074986,tight fraud cluster | amount anomaly | transfer hub
ACC00310,amount anomaly,-0.182062,high avg transaction,-0.055486,network influence,-0.054775,amount anomaly | high avg transaction | network influence
ACC01476,amount anomaly,-0.183944,high avg transaction,-0.066838,network influence,-0.050587,amount anomaly | high avg transaction | network influence
ACC00936,amount anomaly,-0.164767,high avg transaction,-0.054956,network influence,-0.054731,amount anomaly | high avg transaction | network influence
ACC01722,amount anomaly,-0.190945,network influence,0.098759,high avg transaction,-0.062807,amount anomaly | network influence | high avg transaction
ACC00761,amount anomaly,0.272838,diverse receivers,0.084713,high send volume,0.075194,amount anomaly | diverse receivers | high send volume
ACC01587,amount anomaly,-0.198384,network influence,-0.061929,high avg transaction,-0.04892,amount anomaly | network influence | high avg transaction
ACC01314,amount anomaly,-0.191272,large total outflow,-0.052063,transfer hub,-0.046799,amount anomaly | large total outflow | transfer hub
ACC00996,amount anomaly,-0.181091,high avg transaction,-0.059621,fraud ring structure,-0.038325,amount anomaly | high avg transaction | fraud ring structure
ACC01197,amount anomaly,-0.164441,high receive volume,-0.052145,high avg transaction,-0.051816,amount anomaly | high receive volume | high avg transaction
ACC01685,amount anomaly,-0.16185,fraud ring structure,-0.064307,high avg transaction,-0.048442,amount anomaly | fraud ring structure | high avg transaction
ACC01992,amount anomaly,0.251475,diverse receivers,0.075256,high send volume,0.064999,amount anomaly | diverse receivers | high send volume
ACC00542,amount anomaly,-0.177664,high avg transaction,-0.060803,large total outflow,-0.055565,amount anomaly | high avg transaction | large total outflow
ACC01863,amount anomaly,-0.18528,high avg transaction,-0.059419,fraud ring structure,-0.045843,amount anomaly | high avg transaction | fraud ring structure
ACC00372,amount anomaly,-0.161004,network influence,-0.048662,fraud ring structure,-0.046187,amount anomaly | network influence | fraud ring structure
ACC01620,amount anomaly,-0.19044,high avg transaction,-0.051846,large total outflow,-0.038994,amount anomaly | high avg transaction | large total outflow
ACC00670,amount anomaly,-0.181832,large total outflow,-0.051315,high avg transaction,-0.049345,amount anomaly | large total outflow | high avg transaction
ACC00859,amount anomaly,-0.196578,high avg transaction,-0.058247,network influence,-0.057036,amount anomaly | high avg transaction | network influence
ACC01939,amount anomaly,0.312973,fraud ring structure,0.073725,high avg transaction,0.072255,amount anomaly | fraud ring structure | high avg transaction
ACC01505,amount anomaly,-0.178999,high avg transaction,-0.054261,large total outflow,-0.040742,amount anomaly | high avg transaction | large total outflow
ACC00900,transfer hub,0.097104,amount anomaly,-0.086353,concentrated recipients,0.051191,transfer hub | amount anomaly | concentrated recipients
ACC01277,amount anomaly,-0.197718,high avg transaction,-0.066207,network influence,-0.047905,amount anomaly | high avg transaction | network influence
ACC00784,amount anomaly,-0.114545,transfer hub,0.081309,concentrated recipients,0.032701,amount anomaly | transfer hub | concentrated recipients
ACC01441,amount anomaly,-0.179398,large total outflow,-0.046856,high avg transaction,-0.042363,amount anomaly | large total outflow | high avg transaction
ACC00975,amount anomaly,-0.196863,large total outflow,-0.051399,high avg transaction,-0.045587,amount anomaly | large total outflow | high avg transaction
ACC00260,amount anomaly,-0.206127,network influence,-0.067962,high avg transaction,-0.059055,amount anomaly | network influence | high avg transaction
ACC00398,amount anomaly,-0.185583,high avg transaction,-0.054833,transfer hub,-0.043873,amount anomaly | high avg transaction | transfer hub
ACC01935,amount anomaly,-0.200212,high avg transaction,-0.062653,large total outflow,-0.054027,amount anomaly | high avg transaction | large total outflow
ACC00169,amount anomaly,-0.191565,high avg transaction,-0.054364,network influence,-0.047652,amount anomaly | high avg transaction | network influence
ACC00706,amount anomaly,0.300064,high avg transaction,0.076963,fraud ring structure,0.075462,amount anomaly | high avg transaction | fraud ring structure
ACC01225,amount anomaly,0.263471,diverse receivers,0.083644,high send volume,0.081453,amount anomaly | diverse receivers | high send volume
ACC01846,amount anomaly,-0.228789,high avg transaction,-0.058073,network influence,-0.048145,amount anomaly | high avg transaction | network influence
ACC01416,amount anomaly,-0.184646,high avg transaction,-0.059005,fraud ring structure,-0.045462,amount anomaly | high avg transaction | fraud ring structure
ACC01488,amount anomaly,-0.16481,high avg transaction,-0.055179,network influence,-0.052621,amount anomaly | high avg transaction | network influence
ACC00261,amount anomaly,-0.192837,high avg transaction,-0.062151,network influence,-0.045039,amount anomaly | high avg transaction | network influence
ACC01108,amount anomaly,-0.178129,transfer hub,-0.049739,high avg transaction,-0.048838,amount anomaly | transfer hub | high avg transaction
ACC00036,amount anomaly,-0.17429,high avg transaction,-0.062117,large total outflow,-0.042745,amount anomaly | high avg transaction | large total outflow
ACC00943,amount anomaly,-0.189785,high avg transaction,-0.061457,large total outflow,-0.055849,amount anomaly | high avg transaction | large total outflow
ACC01082,amount anomaly,-0.186521,high avg transaction,-0.061628,network influence,-0.057909,amount anomaly | high avg transaction | network influence
ACC01610,amount anomaly,-0.21744,high avg transaction,-0.06708,large total outflow,-0.064608,amount anomaly | high avg transaction | large total outflow
ACC01545,amount anomaly,-0.182107,high avg transaction,-0.055368,transfer hub,-0.043198,amount anomaly | high avg transaction | transfer hub
ACC01693,amount anomaly,-0.172286,high avg transaction,-0.06061,large total outflow,-0.048632,amount anomaly | high avg transaction | large total outflow
ACC00092,amount anomaly,-0.205786,high avg transaction,-0.054524,network influence,-0.046839,amount anomaly | high avg transaction | network influence
ACC00971,amount anomaly,-0.12157,fraud ring structure,0.055274,transfer hub,0.043499,amount anomaly | fraud ring structure | transfer hub
ACC01293,amount anomaly,-0.189876,high avg transaction,-0.064296,fraud ring structure,-0.057207,amount anomaly | high avg transaction | fraud ring structure
ACC01175,amount anomaly,-0.196599,high avg transaction,-0.057668,network influence,-0.043956,amount anomaly | high avg transaction | network influence
ACC00364,amount anomaly,-0.180167,large total outflow,-0.059558,high avg transaction,-0.059262,amount anomaly | large total outflow | high avg transaction
ACC00622,amount anomaly,-0.175064,high avg transaction,-0.065854,large total outflow,-0.050453,amount anomaly | high avg transaction | large total outflow
ACC00489,amount anomaly,-0.196574,network influence,-0.057259,high avg transaction,-0.053194,amount anomaly | network influence | high avg transaction
ACC00683,amount anomaly,-0.188985,high avg transaction,-0.06641,large total outflow,-0.050702,amount anomaly | high avg transaction | large total outflow
ACC01004,amount anomaly,0.218961,fraud ring structure,0.059913,high avg transaction,0.059099,amount anomaly | fraud ring structure | high avg transaction
ACC01334,amount anomaly,-0.183642,high avg transaction,-0.056695,fraud ring structure,-0.054186,amount anomaly | high avg transaction | fraud ring structure
ACC00133,amount anomaly,-0.21265,high avg transaction,-0.065033,large total outflow,-0.058074,amount anomaly | high avg transaction | large total outflow
ACC00659,amount anomaly,-0.174114,high avg transaction,-0.060818,high receive volume,-0.045483,amount anomaly | high avg transaction | high receive volume
ACC00805,amount anomaly,-0.183966,network influence,-0.059758,high avg transaction,-0.058669,amount anomaly | network influence | high avg transaction
ACC00217,amount anomaly,-0.189924,fraud ring structure,-0.046903,large total outflow,-0.046063,amount anomaly | fraud ring structure | large total outflow
ACC01494,amount anomaly,-0.202137,high avg transaction,-0.070996,large total outflow,-0.058478,amount anomaly | high avg transaction | large total outflow
ACC01618,amount anomaly,-0.185486,high avg transaction,-0.050955,large total outflow,-0.042603,amount anomaly | high avg transaction | large total outflow
ACC01287,amount anomaly,-0.199585,transfer hub,-0.061703,high avg transaction,-0.058144,amount anomaly | transfer hub | high avg transaction
ACC00595,amount anomaly,-0.189322,large total outflow,-0.05456,high avg transaction,-0.051912,amount anomaly | large total outflow | high avg transaction
ACC01730,amount anomaly,-0.130277,concentrated recipients,0.045084,tight fraud cluster,0.034506,amount anomaly | concentrated recipients | tight fraud cluster
ACC01663,amount anomaly,-0.189023,network influence,-0.059147,high avg transaction,-0.054468,amount anomaly | network influence | high avg transaction
ACC01092,amount anomaly,-0.173297,large total outflow,-0.054286,high avg transaction,-0.052866,amount anomaly | large total outflow | high avg transaction
ACC00081,amount anomaly,-0.170788,large total outflow,-0.054348,high avg transaction,-0.053764,amount anomaly | large total outflow | high avg transaction
ACC01842,amount anomaly,-0.21005,high avg transaction,-0.059865,transfer hub,-0.056433,amount anomaly | high avg transaction | transfer hub
ACC01066,amount anomaly,-0.182511,high avg transaction,-0.062936,transfer hub,-0.057603,amount anomaly | high avg transaction | transfer hub
ACC00290,amount anomaly,-0.200732,high avg transaction,-0.065412,fraud ring structure,-0.052178,amount anomaly | high avg transaction | fraud ring structure
ACC01728,fraud ring structure,0.23274,amount anomaly,-0.126714,network influence,0.03228,fraud ring structure | amount anomaly | network influence
ACC01647,amount anomaly,-0.17978,large total outflow,-0.057888,network influence,-0.053164,amount anomaly | large total outflow | network influence
ACC00921,amount anomaly,-0.18351,network influence,-0.057958,high avg transaction,-0.05185,amount anomaly | network influence | high avg transaction
ACC01238,amount anomaly,-0.176124,diverse receivers,0.10189,high avg transaction,-0.097024,amount anomaly | diverse receivers | high avg transaction
ACC00396,amount anomaly,-0.184329,network influence,-0.066726,high avg transaction,-0.058335,amount anomaly | network influence | high avg transaction
ACC01478,amount anomaly,-0.268594,high avg transaction,-0.058765,network influence,0.052507,amount anomaly | high avg transaction | network influence
ACC01354,amount anomaly,-0.186424,high avg transaction,-0.049408,fraud ring structure,-0.044007,amount anomaly | high avg transaction | fraud ring structure
ACC00329,fraud ring structure,0.238302,amount anomaly,-0.126432,tight fraud cluster,0.027915,fraud ring structure | amount anomaly | tight fraud cluster
ACC00471,amount anomaly,-0.218353,network influence,-0.096165,high avg transaction,-0.058548,amount anomaly | network influence | high avg transaction
ACC01909,amount anomaly,-0.182039,high avg transaction,-0.053593,network influence,-0.039951,amount anomaly | high avg transaction | network influence
ACC01250,amount anomaly,-0.203421,high avg transaction,-0.060204,large total outflow,-0.048203,amount anomaly | high avg transaction | large total outflow
ACC01899,amount anomaly,-0.189359,transfer hub,-0.060432,high avg transaction,-0.05454,amount anomaly | transfer hub | high avg transaction
ACC01539,amount anomaly,-0.198299,high avg transaction,-0.063931,large total outflow,-0.048979,amount anomaly | high avg transaction | large total outflow
ACC01419,amount anomaly,-0.189087,high avg transaction,-0.063315,large total outflow,-0.052878,amount anomaly | high avg transaction | large total outflow
ACC01125,amount anomaly,-0.177382,high avg transaction,-0.066337,transfer hub,-0.055927,amount anomaly | high avg transaction | transfer hub
ACC00163,amount anomaly,0.45318,network influence,0.119574,fraud ring structure,-0.02118,amount anomaly | network influence | fraud ring structure
ACC01257,amount anomaly,-0.18329,high avg transaction,-0.059897,transfer hub,-0.050355,amount anomaly | high avg transaction | transfer hub
